procs -----------memory---------- ---swap-- -----io---- --system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in    cs us sy id wa
 1  0    144 2478988 117280 1245120    0    0     0    32 1162  3162 24  1 75  0
 1  0    144 2478860 117280 1245120    0    0     0     0 1161  2729 24  1 75  0
 1  0    144 2478788 117280 1245120    0    0     0    50 1158  2426 24  1 75  0
 1  0    144 2478852 117280 1245120    0    0     0     0 1159  2932 24  1 75  0
 1  0    144 2478852 117280 1245120    0    0     0     0 1163  2764 24  1 75  0
procs -----------memory---------- ---swap-- -----io---- --system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in    cs us sy id wa
 1  0    144 2478924 117280 1245120    0    0     0    34 1158  2739 24  1 75  0
 1  0    144 2478732 117280 1245120    0    0     0     0 1157  2448 24  1 75  0
 1  0    144 2477764 117280 1245120    0    0     0    40 1165  1886 24  1 75  0
 1  0    144 2477892 117280 1245120    0    0     0     0 1164  2648 24  1 75  0
 1  0    144 2477900 117280 1245120    0    0     0     0 1159  2371 24  1 75  0
 1  0    144 2477900 117280 1245120    0    0     0    34 1161  3117 24  1 75  0
 1  0    144 2477900 117280 1245120    0    0     0     4 1163  3661 24  1 75  0
 2  0    144 2476036 117280 1245120    0    0     0    46 1158  2678 25  1 75  0
 1  0    144 2476100 117280 1245120    0    0     0     0 1163  2873 24  1 75  0
Mon Aug 18 15:30:55 PDT 2008
procs -----------memory---------- ---swap-- -----io---- --system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in    cs us sy id wa
 1  0    144 2476100 117280 1245120    0    0     1     9    3     1 10  1 88  0
 1  0    144 2476100 117280 1245120    0    0     0     0 1155  3394 24  1 75  0
 1  0    144 2476364 117280 1245120    0    0     0    54 1156  3092 24  2 75  0
 1  0    144 2477068 117280 1245120    0    0     0    36 1171  2848 24  1 75  0
 1  0    144 2477060 117280 1245120    0    0     0    60 1158  1546 24  1 75  0
 1  0    144 2477380 117280 1245120    0    0     0     0 1162  2642 24  1 75  0
 1  0    144 2477452 117280 1245120    0    0     0     0 1163  3082 24  1 75  0
 1  0    144 2477452 117280 1245120    0    0     0    34 1201  3315 24  1 75  0
 1  0    144 2477388 117280 1245120    0    0     0     0 1162  3188 24  1 75  0
 1  0    144 2477316 117280 1245120    0    0     0    48 1163  2357 24  1 75  0
 1  0    144 2478084 117280 1245120    0    0     0     0 1168  2829 24  1 75  0
 1  0    144 2478660 117280 1245120    0    0     0     0 1154  3163 24  1 75  0
 1  0    144 2479244 117280 1245120    0    0     0    34 1162  3345 24  1 75  0
 1  0    144 2480716 117280 1245120    0    0     0     0 1160  3672 24  1 75  0
 1  0    144 2480452 117280 1245120    0    0     0    46 1165  2827 24  1 74  0
 1  0    144 2480452 117280 1245120    0    0     0     6 1160  3027 24  1 75  0
 1  0    144 2480460 117280 1245120    0    0     0     0 1161  3052 24  1 75  0
 1  0    144 2480652 117280 1245120    0    0     0    30 1268  3205 24  1 75  0
 1  0    144 2480972 117280 1245120    0    0     0     0 1166  2017 24  1 75  0
 1  0    144 2479556 117280 1245120    0    0     0    46 1169  2140 24  1 75  0
 1  0    144 2480132 117280 1245120    0    0     0    32 1172  2911 24  1 75  0
procs -----------memory---------- ---swap-- -----io---- --system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in    cs us sy id wa
 1  0    144 2481284 117280 1245120    0    0     0     0 1161  3331 24  1 75  0
 1  0    144 2481676 117280 1245120    0    0     0    32 1169  3144 24  1 75  0
 1  0    144 2482572 117280 1245120    0    0     0     0 1159  3270 24  1 75  0
 1  0    144 2478340 117280 1245120    0    0     0    48 1159  2817 24  1 75  0
 1  0    144 2479108 117280 1245120    0    0     0     0 1170  2658 24  1 75  0
 1  0    144 2479308 117280 1245120    0    0     0     0 1160  3098 24  1 75  0
 1  0    144 2479372 117280 1245120    0    0     0    34 1163  2568 24  1 75  0
 1  0    144 2479436 117280 1245120    0    0     0     0 1158  2764 24  1 75  0
 1  0    144 2478660 117280 1245120    0    0     0    46 1170  2410 24  1 75  0
Mon Aug 18 15:31:53 PDT 2008
procs -----------memory---------- ---swap-- -----io---- --system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in    cs us sy id wa
 1  0    144 2478596 117280 1245120    0    0     1     9    3     2 10  1 88  0
 1  0    144 2478596 117280 1245120    0    0     0     0 1167  2294 24  1 75  0
 1  0    144 2478596 117280 1245120    0    0     0     0 1197  2853 24  1 75  0
 1  0    144 2478604 117280 1245120    0    0     0    54 1172  2525 24  1 75  0
 1  0    144 2478604 117280 1245120    0    0     0     4 1163  2691 24  1 75  0
 1  0    144 2478596 117280 1245120    0    0     0    50 1162  3335 24  1 74  0
 1  0    144 2478340 117280 1245120    0    0     0     0 1169  2314 24  1 75  0
 1  0    144 2477964 117280 1245120    0    0     0     0 3201  5557 34  2 64  0
 1  0    144 2477964 117280 1245120    0    0     0   124 1197  1166 24  1 75  0
 1  0    144 2478028 117280 1245120    0    0     0   112 1175  1117 24  1 75  0
 1  0    144 2476932 117280 1245120    0    0     0    56 1160  1381 24  1 75  0
 1  0    144 2478020 117280 1245120    0    0     0     0 1167  3053 24  1 75  0
 1  0    144 2479748 117280 1245120    0    0     0     0 1151  3093 25  1 75  0
 1  0    144 2480780 117280 1245120    0    0     0    42 1155  3452 24  1 75  0
 1  0    144 2481932 117280 1245120    0    0     0     0 1163  3519 24  1 75  0
 1  0    144 2482756 117280 1245120    0    0     0    38 1168  3455 24  1 75  0
 1  0    144 2483972 117280 1245120    0    0     0     0 1160  4253 24  1 75  0
 1  0    144 2484428 117280 1245120    0    0     0     0 1157  2872 24  1 75  0
 1  0    144 2485452 117280 1245120    0    0     0    34 1159  3612 24  1 75  0
 1  0    144 2485644 117280 1245120    0    0     0     0 1167  4231 24  1 75  0
 1  0    144 2481412 117280 1245120    0    0     0    46 1166  3190 24  2 74  0
procs -----------memory---------- ---swap-- -----io---- --system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in    cs us sy id wa
 1  0    144 2482628 117280 1245120    0    0     0     4 1167  3717 24  1 75  0
 1  0    144 2482948 117280 1245120    0    0     0     0 1158  4578 24  1 75  0
 1  0    144 2484236 117280 1245120    0    0     0    32 1159  3377 24  1 75  0
 1  0    144 2485132 117280 1245120    0    0     0     0 1155  3959 24  1 75  0
 1  0    144 2480516 117280 1245120    0    0     0    48 1154  2698 24  1 75  0
 1  0    144 2481284 117280 1245120    0    0     0    30 1177  2345 24  1 75  0
 1  0    144 2481292 117280 1245120    0    0     0     0 1148  2706 24  1 75  0
 1  0    144 2481292 117280 1245120    0    0     0    32 1167  2712 24  1 75  0
 1  0    144 2481292 117280 1245120    0    0     0     0 1156  2788 24  1 75  0
Mon Aug 18 15:32:51 PDT 2008
procs -----------memory---------- ---swap-- -----io---- --system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in    cs us sy id wa
 1  0    144 2481228 117280 1245120    0    0     1     9    3     2 10  1 88  0
 1  0    144 2478852 117280 1245120    0    0     0    66 1159  2581 24  1 75  0
 1  0    144 2479492 117280 1245120    0    0     0     0 1167  2756 24  1 75  0
 1  0    144 2479492 117280 1245120    0    0     0     0 1179  2746 24  1 75  0
 1  0    144 2480588 117280 1245120    0    0     0    34 1177  3079 24  1 75  0
 1  0    144 2480716 117280 1245120    0    0     0     0 1163  2642 24  1 75  0
 1  0    144 2479748 117280 1245120    0    0     0    46 1161  1725 24  1 75  0
 1  0    144 2479684 117280 1245120    0    0     0     0 1161  2469 24  1 75  0
 1  0    144 2479628 117280 1245120    0    0     0     0 1148  2850 24  1 75  0
 1  0    144 2479692 117280 1245120    0    0     0    34 1194  2632 24  1 75  0
 1  0    144 2479756 117280 1245120    0    0     0     4 1167  2637 24  1 75  0
 1  0    144 2477636 117280 1245120    0    0     0    54 1160  2022 24  1 75  0
 1  0    144 2477828 117280 1245120    0    0     0     0 1168  2236 24  1 75  0
 1  0    144 2477828 117280 1245120    0    0     0     0 1158  2896 24  1 75  0
 1  0    144 2477900 117280 1245120    0    0     0    34 1151  3365 24  1 75  0
 1  0    144 2477964 117280 1245120    0    0     0    46 1181  3161 24  1 75  0
 1  0    144 2476996 117280 1245120    0    0     0    44 1162  2946 24  1 75  0
 1  0    144 2476996 117280 1245120    0    0     0     0 1159  2729 24  1 75  0
 1  0    144 2477004 117280 1245120    0    0     0     0 1157  3176 24  1 75  0
 1  0    144 2477004 117280 1245120    0    0     0    34 1155  3073 24  1 75  0
 1  0    144 2476940 117280 1245120    0    0     0     0 1168  2730 24  1 75  0
procs -----------memory---------- ---swap-- -----io---- --system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in    cs us sy id wa
 1  0    144 2477124 117280 1245120    0    0     0    54 1152  2796 24  1 75  0
 1  0    144 2477316 117280 1245120    0    0     0     0 1168  2478 24  1 75  0
 1  0    144 2477508 117280 1245120    0    0     0     0 1155  2610 24  1 75  0
 1  0    144 2477516 117280 1245120    0    0     0    34 1200  3279 24  1 75  0
 1  0    144 2477260 117280 1245120    0    0     0     0 1170  3263 24  1 75  0
 1  0    144 2477236 117280 1245120    0    0     0    46 1168  2806 24  1 75  0
 1  0    144 2477236 117280 1245120    0    0     0     6 1155  3651 24  1 75  0
 1  0    144 2477260 117280 1245120    0    0     0     0 1168  2847 24  1 75  0
 1  0    144 2477260 117280 1245120    0    0     0    24 1157  2697 24  1 75  0
Mon Aug 18 15:33:49 PDT 2008
procs -----------memory---------- ---swap-- -----io---- --system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in    cs us sy id wa
 1  0    144 2477324 117280 1245120    0    0     1     9    3     2 10  1 88  0
 1  0    144 2477324 117280 1245120    0    0     0     0 1152  2832 24  1 75  0
 1  0    144 2476676 117280 1245120    0    0     0    40 1165  2460 24  1 75  0
 1  0    144 2476548 117280 1245120    0    0     0    44 1166  2838 24  1 75  0
 1  0    144 2476484 117280 1245120    0    0     0     0 1151  3977 24  1 75  0
 1  0    144 2476428 117280 1245120    0    0     0    32 1156  3816 24  1 75  0
 1  0    144 2476428 117280 1245120    0    0     0     0 1153  3286 24  1 75  0
 1  0    144 2475972 117280 1245120    0    0     0    20 1162  2958 24  1 75  0
 1  0    144 2475780 117280 1245120    0    0     0     0 1154  3079 24  1 75  0
 1  0    144 2475788 117280 1245120    0    0     0     0 1157  3803 24  1 75  0
 1  0    144 2475788 117280 1245120    0    0     0    32 1190  2830 24  1 75  0
 1  0    144 2475852 117280 1245120    0    0     0     0 1149  3145 24  1 75  0
 1  0    144 2475268 117280 1245120    0    0     0    36 1158  3302 24  1 75  0
 1  0    144 2475780 117280 1245120    0    0     0     0 1166  2354 24  1 75  0
 1  0    144 2475780 117280 1245120    0    0     0     0 1146  2657 24  2 75  0
 1  0    144 2475852 117280 1245120    0    0     0    16 1160  1905 24  1 75  0
 1  0    144 2476236 117280 1245120    0    0     0     2 1161  2924 24  1 75  0
 1  0    144 2476292 117280 1245120    0    0     0    44 1160  2472 24  1 75  0
 1  0    144 2476164 117280 1245120    0    0     0     0 1155  2307 24  1 75  0
 1  0    144 2476172 117280 1245120    0    0     0     0 1152  2982 24  1 75  0
 1  0    144 2476172 117280 1245120    0    0     0    16 1163  2880 24  1 75  0
procs -----------memory---------- ---swap-- -----io---- --system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in    cs us sy id wa
 1  0    144 2476172 117280 1245120    0    0     0    20 1165  3019 24  1 75  0
 1  0    144 2475460 117280 1245120    0    0     0    28 1163  2836 24  1 75  0
 1  0    144 2475460 117280 1245120    0    0     0     0 1151  2603 24  1 75  0
 1  0    144 2475460 117280 1245120    0    0     0     0 1160  2597 24  1 75  0
 1  0    144 2475532 117280 1245120    0    0     0    16 1169  2881 24  2 75  0
 1  0    144 2475468 117280 1245120    0    0     0     0 1149  3370 24  1 75  0
 1  0    144 2475652 117280 1245120    0    0     0    38 1160  2667 25  1 75  0
 1  0    144 2476100 117280 1245120    0    0     0     0 1158  2680 24  1 75  0
 1  0    144 2476108 117280 1245120    0    0     0     0 1162  2647 24  1 75  0
Mon Aug 18 15:34:47 PDT 2008
procs -----------memory---------- ---swap-- -----io---- --system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in    cs us sy id wa
 1  0    144 2476172 117280 1245120    0    0     1     9    3     2 10  1 88  0
 1  0    144 2476172 117280 1245120    0    0     0    36 1156  2468 24  1 75  0
 1  0    144 2476236 117280 1245120    0    0     0     0 1157  2130 24  1 75  0
 1  0    144 2476228 117280 1245120    0    0     0    44 1168  2781 24  1 75  0
 1  0    144 2476228 117280 1245120    0    0     0     2 1154  2556 24  1 75  0
 1  0    144 2476228 117280 1245120    0    0     0     0 1164  2594 24  1 75  0
 1  0    144 2476236 117280 1245120    0    0     0    16 1159  2668 24  1 75  0
 1  0    144 2476684 117280 1245120    0    0     0     0 1159  3484 25  1 75  0
 1  0    144 2476996 117280 1245120    0    0     0    30 1164  2706 24  2 75  0
 1  0    144 2478596 117280 1245120    0    0     0    42 1158  3608 24  1 75  0
 1  0    144 2479052 117280 1245120    0    0     0     0 1159  3482 24  1 75  0
 1  0    144 2479052 117280 1245120    0    0     0    16 1188  2888 24  1 75  0
 1  0    144 2479372 117280 1245120    0    0     0     0 1155  3526 24  2 75  0
 1  0    144 2478724 117280 1245120    0    0     0    40 1160  2917 24  1 74  0
 1  0    144 2480452 117280 1245120    0    0     0     0 1162  3458 24  2 75  0
 1  0    144 2481540 117280 1245120    0    0     0     0 1151  3549 24  1 75  0
 1  0    144 2481804 117280 1245120    0    0     0    16 1157  3569 24  1 75  0
 1  0    144 2482316 117280 1245120    0    0     0     0 1151  3344 24  1 75  0
 1  0    144 2480900 117280 1245120    0    0     0    28 1159  2338 24  1 75  0
 1  0    144 2480964 117280 1245120    0    0     0     0 1147  2194 24  1 75  0
 1  0    144 2480908 117280 1245120    0    0     0     0 1156  3096 24  2 75  0
procs -----------memory---------- ---swap-- -----io---- --system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in    cs us sy id wa
 1  0    144 2480908 117280 1245120    0    0     0    16 1156  3078 24  1 75  0
 1  0    144 2480908 117280 1245120    0    0     0     2 1165  2693 24  1 75  0
 1  0    144 2478788 117280 1245120    0    0     0    40 1151  2066 24  1 75  0
 1  0    144 2479108 117280 1245120    0    0     0     0 1157  2604 24  1 75  0
 1  0    144 2479364 117280 1245120    0    0     0     0 1153  3582 24  1 75  0
 1  0    144 2479372 117280 1245120    0    0     0    16 1169  2777 24  1 75  0
 1  0    144 2479372 117280 1245120    0    0     0    14 1157  3097 24  1 75  0
 1  0    144 2479364 117280 1245120    0    0     0    38 1160  2704 24  1 75  0
 1  0    144 2479172 117280 1245120    0    0     0     0 1155  2660 24  1 75  0
Mon Aug 18 15:35:45 PDT 2008
procs -----------memory---------- ---swap-- -----io---- --system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in    cs us sy id wa
 1  0    144 2479300 117280 1245120    0    0     1     9    3     2 10  1 88  0
 1  0    144 2479308 117280 1245120    0    0     0     0 1156  2855 24  1 75  0
 1  0    144 2479308 117280 1245120    0    0     0    44 1158  2650 24  1 75  0
 1  0    144 2479308 117280 1245120    0    0     0     0 1155  2439 24  1 75  0
 1  0    144 2475268 117280 1245120    0    0     0    36 1168  2531 24  1 75  0
 1  0    144 2476420 117280 1245120    0    0     0     0 1165  2437 24  1 75  0
 1  0    144 2476420 117280 1245120    0    0     0     0 1155  2519 24  1 75  0
 1  0    144 2476428 117280 1245120    0    0     0    16 1165  2631 24  1 75  0
 1  0    144 2476556 117280 1245120    0    0     0     0 1160  2488 24  1 75  0
 1  0    144 2476612 117280 1245120    0    0     0    28 1164  2595 24  1 75  0
 1  0    144 2476932 117280 1245120    0    0     0     2 1149  2930 24  1 75  0
 1  0    144 2476940 117280 1245120    0    0     0     0 1152  2931 24  1 75  0
 1  0    144 2476940 117280 1245120    0    0     0    24 1205  2873 24  1 75  0
 1  0    144 2476940 117280 1245120    0    0     0     0 1145  2691 24  1 75  0
 1  0    144 2477124 117280 1245120    0    0     0    38 1166  2582 24  1 75  0
 1  0    144 2477892 117280 1245120    0    0     0    50 1166  2131 24  1 75  0
 1  0    144 2477892 117280 1245120    0    0     0     0 1158  3327 24  1 75  0
 1  0    144 2477900 117280 1245120    0    0     0    16 1158  3198 24  1 75  0
 1  0    144 2477900 117280 1245120    0    0     0     0 1156  2657 24  1 75  0
 1  0    144 2478020 117280 1245120    0    0     0    36 1165  2898 24  1 75  0
 1  0    144 2478084 117280 1245120    0    0     0     0 1154  2482 24  1 75  0
procs -----------memory---------- ---swap-- -----io---- --system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in    cs us sy id wa
 1  0    144 2478092 117280 1245120    0    0     0     0 1154  3495 24  1 75  0
 1  0    144 2478156 117280 1245120    0    0     0    16 1159  2422 24  1 75  0
 1  0    144 2479820 117280 1245120    0    0     0     0 1161  3450 24  1 75  0
 1  0    144 2478596 117280 1245120    0    0     0    28 1173  3618 24  1 75  0
 1  0    144 2480004 117280 1245120    0    0     0     0 1153  3021 24  2 75  0
 1  0    144 2481412 117280 1245120    0    0     0     0 1155  3567 24  1 75  0
 1  0    144 2482828 117280 1245120    0    0     0    16 1158  3866 24  1 75  0
 1  0    144 2483852 117280 1245120    0    0     0     2 1159  3212 24  1 75  0
 1  0    144 2479364 117280 1245120    0    0     0    42 1217  3730 24  1 74  0
Mon Aug 18 15:36:43 PDT 2008
procs -----------memory---------- ---swap-- -----io---- --system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in    cs us sy id wa
 1  0    144 2479364 117280 1245120    0    0     1     9    3     2 10  1 88  0
 1  0    144 2480708 117280 1245120    0    0     0     0 1208  3180 24  1 75  0
 1  0    144 2481740 117280 1245120    0    0     0     0 1153  3157 24  1 75  0
 1  0    144 2482764 117280 1245120    0    0     0    36 1160  3387 24  2 75  0
 1  0    144 2484428 117280 1245120    0    0     0    36 1163  4481 24  1 75  0
 1  0    144 2479940 117280 1245120    0    0     0    28 1162  3436 24  1 75  0
 1  0    144 2481732 117280 1245120    0    0     0     0 1149  3829 24  1 74  0
 1  0    144 2481988 117280 1245120    0    0     0     0 1155  3659 24  1 75  0
 1  0    144 2482380 117280 1245120    0    0     0    16 1164  3539 24  1 75  0
 1  0    144 2482764 117280 1245120    0    0     0     0 1157  3122 24  1 75  0
 1  0    144 2479428 117280 1245120    0    0     0    44 1158  2603 24  1 75  0
 1  0    144 2480196 117280 1245120    0    0     0     0 1156  2743 24  1 75  0
 1  0    144 2480204 117280 1245120    0    0     0     0 1152  2293 24  1 75  0
 1  0    144 2480460 117280 1245120    0    0     0    16 1192  2776 24  1 75  0
 1  0    144 2480524 117280 1245120    0    0     0     0 1163  3167 24  1 75  0
 1  0    144 2480324 117280 1245120    0    0     0    58 1159  2500 24  1 75  0
 1  0    144 2480260 117280 1245120    0    0     0     2 1160  2924 24  1 75  0
 1  0    144 2480324 117280 1245120    0    0     0     0 1149  3700 24  1 75  0
 1  0    144 2480268 117280 1245120    0    0     0    16 1156  3800 24  1 75  0
 1  0    144 2480972 117280 1245120    0    0     0     0 1155  3742 24  1 75  0
 1  0    144 2480644 117280 1245120    0    0     0    28 1163  2340 24  1 75  0
procs -----------memory---------- ---swap-- -----io---- --system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in    cs us sy id wa
 1  0    144 2480644 117280 1245120    0    0     0    38 1162  2907 24  1 75  0
 1  0    144 2480652 117280 1245120    0    0     0     0 1154  2897 24  1 75  0
 1  0    144 2480716 117280 1245120    0    0     0    24 1163  2656 24  1 75  0
 1  0    144 2480780 117280 1245120    0    0     0     0 1168  2993 24  1 75  0
 1  0    144 2479364 117280 1245120    0    0     0    36 1163  2666 24  1 75  0
 1  0    144 2479236 117280 1245120    0    0     0     0 1146  2857 24  1 75  0
 1  0    144 2479300 117280 1245120    0    0     0     0 1155  2966 24  1 75  0
 1  0    144 2479436 117280 1245120    0    0     0    16 1155  2347 24  1 75  0
 1  0    144 2479436 117280 1245120    0    0     0     0 1156  3009 24  1 75  0
Mon Aug 18 15:37:41 PDT 2008
procs -----------memory---------- ---swap-- -----io---- --system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in    cs us sy id wa
 1  0    144 2479372 117280 1245120    0    0     1     9    3     2 10  1 88  0
 1  0    144 2476612 117280 1245120    0    0     0    58 1156  2500 24  1 75  0
 1  0    144 2477380 117280 1245120    0    0     0     0 1159  2746 24  1 75  0
 1  0    144 2478348 117280 1245120    0    0     0     0 1149  3868 24  1 75  0
 1  0    144 2478860 117280 1245120    0    0     0    16 1153  3371 24  1 75  0
 1  0    144 2479308 117280 1245120    0    0     0     2 1144  3674 24  1 75  0
 1  0    144 2479044 117280 1245120    0    0     0    36 1155  2667 24  1 75  0
 1  0    144 2478980 117280 1245120    0    0     0     0 1158  2831 24  1 75  0
 1  0    144 2478980 117280 1245120    0    0     0     0 1147  2890 24  1 75  0
 1  0    144 2478988 117280 1245120    0    0     0    16 1156  2339 24  1 75  0
 1  0    144 2478988 117280 1245120    0    0     0    42 1166  3475 24  1 75  0
 1  0    144 2477316 117280 1245120    0    0     0    36 1155  2430 24  1 74  0
 1  0    144 2477316 117280 1245120    0    0     0     0 1166  2838 24  1 75  0
 1  0    144 2477324 117280 1245120    0    0     0     0 1148  2667 24  1 75  0
 1  0    144 2477324 117280 1245120    0    0     0    16 1194  3073 23  1 75  0
 1  0    144 2477324 117280 1245120    0    0     0     0 1161  2756 24  1 75  0
 1  0    144 2477636 117280 1245120    0    0     0    28 1154  2852 24  2 75  0
 1  0    144 2478148 117280 1245120    0    0     0     0 1152  2650 24  1 75  0
 1  0    144 2478148 117280 1245120    0    0     0     0 1153  2819 24  1 75  0
 1  0    144 2478156 117280 1245120    0    0     0    16 1154  3174 24  1 75  0
 1  0    144 2478156 117280 1245120    0    0     0     0 1154  2562 24  1 75  0
procs -----------memory---------- ---swap-- -----io---- --system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in    cs us sy id wa
 1  0    144 2478020 117280 1245120    0    0     0    36 1168  2729 24  1 75  0
 1  0    144 2478084 117280 1245120    0    0     0     2 1144  2443 24  1 75  0
 1  0    144 2478028 117280 1245120    0    0     0     0 1174  3035 24  1 74  0
 1  0    144 2477772 117280 1245120    0    0     0    70 1167  2610 25  1 74  0
 1  0    144 2522508 117280 1245380    0    0     0   162 1055  2962 25  2 73  0
 1  0    144 2521412 117280 1245380    0    0     0     0 1010  2236 24  1 75  0
 1  0    144 2521540 117280 1245380    0    0     0   180 1026  1972 24  1 75  0
 1  0    144 2521540 117280 1245380    0    0     0     0 1013  1940 24  1 75  0
 1  0    144 2521676 117280 1245380    0    0     0     0 1013  2225 24  1 75  0
Mon Aug 18 15:38:39 PDT 2008
procs -----------memory---------- ---swap-- -----io---- --system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in    cs us sy id wa
 1  0    144 2521740 117280 1245380    0    0     1     9    3     2 10  1 88  0
 1  0    144 2521740 117280 1245380    0    0     0    42 1012  2329 24  1 75  0
 1  0    144 2521540 117280 1245380    0    0     0     0 1010  2621 24  1 75  0
 1  0    144 2522692 117280 1245380    0    0     0     2 1016  1714 24  1 75  0
 1  0    144 2523212 117280 1245380    0    0     0    30 1014  2541 24  1 75  0
 1  0    144 2523404 117280 1245380    0    0     0     0 1010  2099 24  1 75  0
 1  0    144 2523532 117280 1245380    0    0     0    12 1012  3097 24  1 75  0
 1  0    144 2523460 117280 1245380    0    0     0     0 1014  3037 24  1 75  0
 1  0    144 2523588 117280 1245380    0    0     0     0 1010  2892 24  1 75  0
 1  0    144 2523652 117280 1245380    0    0     0    32 1014  3510 24  1 75  0
 1  0    144 2524172 117280 1245380    0    0     0     0 1010  3321 24  1 75  0
 1  0    144 2525324 117280 1245380    0    0     0    12 1016  3424 24  1 75  0
 1  0    144 2525380 117280 1245380    0    0     0     0 1010  2688 24  1 74  0
 1  0    144 2525252 117280 1245380    0    0     0     0 1010  3253 24  1 75  0
 1  0    144 2525260 117280 1245380    0    0     0    24 1016  3328 24  1 75  0
 1  0    144 2525388 117280 1245380    0    0     0     0 1012  3202 24  1 75  0
 1  0    144 2525708 117280 1245380    0    0     0    66 1019  3028 24  1 75  0
 1  0    144 2525828 117280 1245380    0    0     0    12 1012  3604 24  1 75  0
 1  0    144 2525764 117280 1245380    0    0     0     0 1014  3291 24  1 75  0
 1  0    144 2526468 117280 1245380    0    0     0    32 1013  3257 24  1 75  0
 1  0    144 2526988 117280 1245380    0    0     0     0 1010  3400 24  1 75  0
procs -----------memory---------- ---swap-- -----io---- --system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in    cs us sy id wa
 1  0    144 2527180 117280 1245380    0    0     0     0 1010  3377 24  1 75  0
 1  0    144 2526020 117280 1245380    0    0     0    12 1015  2831 24  1 74  0
 1  0    144 2525956 117280 1245380    0    0     0     2 1011  3517 24  1 75  0
 1  0    144 2525772 117280 1245380    0    0     0    30 1013  2961 24  1 75  0
 1  0    144 2525836 117280 1245380    0    0     0     0 1013  3052 24  1 75  0
 1  0    144 2525964 117280 1245380    0    0     0     2 1013  3288 24  1 75  0
 1  0    144 2524228 117280 1245380    0    0     0    12 1012  2891 24  1 74  0
 1  0    144 2524164 117280 1245380    0    0     0     0 1011  2707 24  1 75  0
 1  0    144 2524036 117280 1245380    0    0     0    24 1018  3001 24  1 75  0
Mon Aug 18 15:39:37 PDT 2008
procs -----------memory---------- ---swap-- -----io---- --system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in    cs us sy id wa
 1  0    144 2524036 117280 1245380    0    0     1     9    3     2 10  1 88  0
 1  0    144 2523980 117280 1245380    0    0     0     0 1010  3276 24  1 75  0
 1  0    144 2524044 117280 1245380    0    0     0     0 1010  2752 24  1 75  0
 1  0    144 2523972 117280 1245380    0    0     0    56 1014  3346 25  1 74  0
 1  0    144 2523972 117280 1245380    0    0     0    34 1023  2887 24  1 75  0
 1  0    144 2524428 117280 1245380    0    0     0     0 1010  3722 24  1 75  0
 1  0    144 2525004 117280 1245380    0    0     0    14 1012  3060 24  1 75  0
 1  0    144 2525068 117280 1245380    0    0     0     0 1010  3068 24  1 75  0
 1  0    144 2525252 117280 1245380    0    0     0    22 1017  3298 24  1 75  0
 1  0    144 2525188 117280 1245380    0    0     0     0 1010  2757 24  1 75  0
 1  0    144 2525252 117280 1245380    0    0     0     0 1010  3519 24  1 75  0
 1  0    144 2526348 117280 1245380    0    0     0    14 1014  3882 24  1 75  0
 1  0    144 2527308 117280 1245380    0    0     0     0 1012  3790 24  1 75  0
 1  0    144 2524868 117280 1245380    0    0     0    38 1014  3076 24  1 75  0
 1  0    144 2525828 117280 1245380    0    0     0     2 1011  2946 24  1 75  0
 1  0    144 2526476 117280 1245380    0    0     0     0 1014  2953 24  1 75  0
 1  0    144 2526476 117280 1245380    0    0     0    14 1012  3037 24  1 75  0
 1  0    144 2526988 117280 1245380    0    0     0     0 1010  2652 24  1 75  0
 1  0    144 2524804 117280 1245380    0    0     0     0 1010  2880 24  1 75  0
 1  0    144 2525316 117280 1245380    0    0     0    32 1018  2612 24  1 75  0
 1  0    144 2525380 117280 1245380    0    0     0     0 1010  3141 24  1 75  0
procs -----------memory---------- ---swap-- -----io---- --system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in    cs us sy id wa
 1  0    144 2525388 117280 1245380    0    0     0    36 1017  2481 24  1 75  0
