procs -----------memory---------- ---swap-- -----io---- --system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in    cs us sy id wa
Mon Aug 18 15:10:35 PDT 2008
procs -----------memory---------- ---swap-- -----io---- --system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in    cs us sy id wa
 1  0    144 2492356 117272 1248248    0    0     1     9    3     1 10  1 88  0
 2  0    144 2492740 117272 1248248    0    0     0     0 1164  4188 24  1 75  0
 1  0    144 2490636 117272 1248248    0    0     0    36 1154  3770 25  1 74  0
 1  0    144 2488452 117272 1248248    0    0     0     0 1161  2423 24  1 75  0
 1  0    144 2489732 117272 1248248    0    0     0    42 1162  3711 24  1 75  0
 1  0    144 2489732 117272 1248248    0    0     0     0 1160  3281 24  1 75  0
 2  0    144 2489740 117272 1248248    0    0     0     0 1158  3470 24  1 75  0
 1  0    144 2489868 117272 1248248    0    0     0    16 1156  3359 25  1 75  0
 1  0    144 2489156 117272 1248248    0    0     0     0 1157  2118 24  1 75  0
 1  0    144 2489412 117272 1248248    0    0     0    28 1166  2746 24  1 75  0
 1  0    144 2489924 117272 1248248    0    0     0     0 1152  3246 24  1 75  0
 1  0    144 2490948 117272 1248248    0    0     0     0 1157  3186 24  1 75  0
 1  0    144 2491340 117272 1248248    0    0     0    16 1155  4060 24  1 75  0
 1  0    144 2488580 117272 1248248    0    0     0     0 1161  2485 24  1 75  0
 1  0    144 2488836 117272 1248248    0    0     0    36 1163  2914 24  1 75  0
 1  0    144 2489412 117272 1248248    0    0     0     0 1160  3208 24  1 75  0
 1  0    144 2490444 117272 1248248    0    0     0     0 1158  4000 24  1 75  0
 1  0    144 2492428 117272 1248248    0    0     0    54 1202  3595 24  1 74  0
 1  0    144 2488900 117272 1248248    0    0     0     0 1154  2656 24  1 75  0
 1  0    144 2488900 117272 1248248    0    0     0    38 1158  2935 24  1 75  0
 1  0    144 2489412 117272 1248248    0    0     0     0 1159  3131 24  1 75  0
procs -----------memory---------- ---swap-- -----io---- --system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in    cs us sy id wa
 1  0    144 2489540 117272 1248248    0    0     0     0 1158  2863 24  1 75  0
 1  0    144 2489548 117272 1248248    0    0     0    16 1155  2587 24  1 75  0
 1  0    144 2487940 117272 1248248    0    0     0     0 1157  2382 24  1 75  0
 1  0    144 2488260 117272 1248248    0    0     0    36 1162  2232 24  1 75  0
 1  0    144 2488900 117272 1248248    0    0     0     0 1148  2330 24  1 75  0
 1  0    144 2488908 117272 1248248    0    0     0     0 1171  2335 24  2 75  0
 1  0    144 2488908 117272 1248248    0    0     0    24 1157  3024 24  1 75  0
 1  0    144 2487364 117272 1248248    0    0     0     0 1160  2720 24  1 75  0
 1  0    144 2487364 117272 1248248    0    0     0    36 1170  2636 24  1 75  0
Mon Aug 18 15:11:33 PDT 2008
procs -----------memory---------- ---swap-- -----io---- --system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in    cs us sy id wa
 1  0    144 2487492 117272 1248248    0    0     1     9    3     1 10  1 88  0
 1  0    144 2487364 117272 1248248    0    0     0     2 1149  2715 24  1 75  0
 1  0    144 2487364 117272 1248248    0    0     0     0 1163  2702 24  1 75  0
 1  0    144 2487372 117272 1248248    0    0     0    36 1148  3362 25  1 75  0
 1  0    144 2485636 117272 1248248    0    0     0     0 1159  2172 24  1 75  0
 1  0    144 2485636 117272 1248248    0    0     0    46 1161  2870 24  1 75  0
 1  0    144 2485572 117272 1248248    0    0     0    56 1171  3020 24  1 75  0
 1  0    144 2485580 117272 1248248    0    0     0     0 1158  3712 24  1 75  0
 1  0    144 2485580 117272 1248248    0    0     0    16 1161  1938 24  1 75  0
 1  0    144 2485764 117272 1248248    0    0     0     0 1155  2184 24  1 75  0
 1  0    144 2485764 117272 1248248    0    0     0    36 1165  2721 24  1 75  0
 2  0    144 2485764 117272 1248248    0    0     0     0 1158  2361 24  1 75  0
 1  0    144 2485828 117272 1248248    0    0     0     0 1165  3362 24  1 75  0
 1  0    144 2485644 117272 1248248    0    0     0    16 1159  2725 24  1 75  0
 1  0    144 2483652 117272 1248248    0    0     0     0 1156  2171 24  1 75  0
 1  0    144 2483652 117272 1248248    0    0     0    36 1162  3041 24  1 75  0
 1  0    144 2483652 117272 1248248    0    0     0     0 1150  2546 24  1 75  0
 1  0    144 2483660 117272 1248248    0    0     0     0 1170  3012 24  1 75  0
 2  0    144 2483660 117272 1248248    0    0     0    34 1189  1225 24  1 75  0
 1  0    144 2482308 117272 1248248    0    0     0     0 1159   758 24  1 75  0
 1  0    144 2482308 117272 1248248    0    0     0    28 1165  1096 24  1 75  0
procs -----------memory---------- ---swap-- -----io---- --system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in    cs us sy id wa
 1  0    144 2482308 117272 1248248    0    0     0     0 1155  1098 24  1 75  0
 1  0    144 2482244 117272 1248248    0    0     0     0 1154  2637 24  1 75  0
 1  0    144 2482252 117272 1248248    0    0     0    44 1164  3174 24  1 75  0
 1  0    144 2482308 117272 1248248    0    0     0     0 1159  1802 24  1 75  0
 1  0    144 2483076 117272 1248248    0    0     0    36 1163  3177 24  2 75  0
 1  0    144 2483460 117272 1248248    0    0     0     0 1150  3265 24  1 75  0
 1  0    144 2483468 117272 1248248    0    0     0     0 1163  2742 24  1 75  0
 1  0    144 2483532 117272 1248248    0    0     0    16 1160  3117 24  1 75  0
 1  0    144 2484612 117272 1248248    0    0     0     0 1154  2396 24  1 75  0
Mon Aug 18 15:12:31 PDT 2008
procs -----------memory---------- ---swap-- -----io---- --system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in    cs us sy id wa
 1  0    144 2484740 117272 1248248    0    0     1     9    3     1 10  1 88  0
 1  0    144 2484740 117272 1248248    0    0     0    56 1165  2977 24  1 75  0
 1  0    144 2484740 117272 1248248    0    0     0     0 1151  2551 24  1 75  0
 1  0    144 2484740 117272 1248248    0    0     0     0 1160  2509 24  1 75  0
 1  0    144 2484684 117272 1248248    0    0     0    16 1158  2736 24  1 75  0
 1  0    144 2483780 117272 1248248    0    0     0     0 1155  1850 24  1 75  0
 1  0    144 2483780 117272 1248248    0    0     0    38 1166  2593 24  1 75  0
 1  0    144 2483780 117272 1248248    0    0     0     2 1240  2615 24  1 75  0
 1  0    144 2483788 117272 1248248    0    0     0     0 1158  3009 24  1 75  0
 1  0    144 2483788 117272 1248248    0    0     0    16 1155  2649 24  1 75  0
 1  0    144 2484356 117272 1248248    0    0     0     0 1159  1947 24  1 75  0
 1  0    144 2484356 117272 1248248    0    0     0    44 1206  2912 24  1 75  0
 1  0    144 2484356 117272 1248248    0    0     0    42 1161  3069 24  1 75  0
 1  0    144 2484356 117272 1248248    0    0     0     0 1165  2387 24  1 75  0
 1  0    144 2484364 117272 1248248    0    0     0    24 1162  3054 24  1 75  0
 1  0    144 2484932 117272 1248248    0    0     0     0 1152  2311 25  1 75  0
 1  0    144 2485572 117272 1248248    0    0     0    28 1168  3053 23  2 75  0
 1  0    144 2487044 117272 1248248    0    0     0     0 1153  3292 24  1 75  0
 1  0    144 2487948 117272 1248248    0    0     0     0 1159  2510 24  1 75  0
 1  0    144 2488460 117272 1248248    0    0     0    16 1192  3011 24  1 75  0
 1  0    144 2486468 117272 1248248    0    0     0     0 1156  2302 24  1 75  0
procs -----------memory---------- ---swap-- -----io---- --system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in    cs us sy id wa
 2  0    144 2486468 117272 1248248    0    0     0    36 1152  2815 24  1 75  0
 1  0    144 2486660 117272 1248248    0    0     0     0 1159  3023 24  1 75  0
 1  0    144 2486660 117272 1248248    0    0     0     0 1159  2662 24  1 75  0
 1  0    144 2486924 117272 1248248    0    0     0    16 1154  3165 24  1 75  0
 1  0    144 2486148 117272 1248248    0    0     0     0 1162  2682 24  1 75  0
 1  0    144 2486212 117272 1248248    0    0     0    36 1158  3333 24  1 75  0
 1  0    144 2486852 117272 1248248    0    0     0     0 1182  3514 24  1 75  0
 1  0    144 2488780 117272 1248248    0    0     0     0 1167  3926 24  1 75  0
 1  0    144 2488780 117272 1248248    0    0     0    38 1158  2726 24  1 75  0
Mon Aug 18 15:13:29 PDT 2008
procs -----------memory---------- ---swap-- -----io---- --system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in    cs us sy id wa
 1  0    144 2488908 117272 1248248    0    0     1     9    3     1 10  1 88  0
 1  0    144 2485956 117272 1248248    0    0     0     0 1154  2337 24  1 74  0
 1  0    144 2486148 117272 1248248    0    0     0    48 1167  3011 24  1 75  0
 1  0    144 2486212 117272 1248248    0    0     0     0 1149  3250 24  1 75  0
 1  0    144 2486468 117272 1248248    0    0     0     0 1167  3779 24  1 75  0
 1  0    144 2486668 117272 1248248    0    0     0    16 1163  3591 24  1 75  0
 1  0    144 2486084 117272 1248248    0    0     0     0 1156  2575 24  2 75  0
 1  0    144 2487108 117272 1248248    0    0     0    38 1159  3638 24  2 75  0
 1  0    144 2487684 117272 1248248    0    0     0     0 1156  3512 24  1 75  0
 1  0    144 2487692 117272 1248248    0    0     0     0 1164  3023 24  1 75  0
 1  0    144 2487756 117272 1248248    0    0     0    16 1147  3502 24  1 75  0
 1  0    144 2486916 117272 1248248    0    0     0     0 1155  3358 25  1 75  0
 1  0    144 2488132 117272 1248248    0    0     0    36 1168  3345 24  1 75  0
 1  0    144 2488772 117272 1248248    0    0     0     2 1151  3072 24  1 75  0
 1  0    144 2489860 117272 1248248    0    0     0     0 1153  3483 24  1 75  0
 1  0    144 2489740 117272 1248248    0    0     0    16 1155  3293 24  1 75  0
 1  0    144 2486852 117272 1248248    0    0     0     0 1162  3049 24  1 75  0
 1  0    144 2487556 117272 1248248    0    0     0    36 1161  3333 24  1 75  0
 1  0    144 2488260 117272 1248248    0    0     0    36 1183  3391 24  1 75  0
 1  0    144 2488268 117272 1248248    0    0     0     0 1191  3509 24  2 75  0
 1  0    144 2488396 117272 1248248    0    0     0    16 1153  3726 24  1 75  0
procs -----------memory---------- ---swap-- -----io---- --system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in    cs us sy id wa
 1  0    144 2485956 117272 1248248    0    0     0     0 1159  2917 24  1 75  0
 1  0    144 2485828 117272 1248248    0    0     0    36 1155  2959 25  1 75  0
 1  0    144 2486020 117272 1248248    0    0     0     0 1162  3358 24  1 75  0
 1  0    144 2486468 117272 1248248    0    0     0     0 1154  2964 24  1 75  0
 1  0    144 2487820 117272 1248248    0    0     0    24 1154  3791 24  1 75  0
 1  0    144 2486212 117272 1248248    0    0     0     0 1159  3069 25  1 75  0
 1  0    144 2486404 117272 1248248    0    0     0    36 1163  2902 24  1 74  0
 1  0    144 2486404 117272 1248248    0    0     0     0 1160  3015 24  1 75  0
 1  0    144 2486412 117272 1248248    0    0     0     0 1173  3236 24  1 75  0
Mon Aug 18 15:14:27 PDT 2008
procs -----------memory---------- ---swap-- -----io---- --system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in    cs us sy id wa
 1  0    144 2486476 117272 1248248    0    0     1     9    3     1 10  1 88  0
 1  0    144 2486860 117272 1248248    0    0     0    36 1156  3435 24  1 75  0
 1  0    144 2485892 117272 1248248    0    0     0     0 1165  3175 24  1 75  0
 1  0    144 2485892 117272 1248248    0    0     0    36 1152  3817 24  1 75  0
 1  0    144 2486020 117272 1248248    0    0     0     0 1151  3255 24  1 75  0
 1  0    144 2486276 117272 1248248    0    0     0     0 1167  3433 24  1 75  0
 1  0    144 2486412 117272 1248248    0    0     0    64 1164  3079 24  1 75  0
 1  0    144 2486404 117272 1248248    0    0     0     0 1156  2579 24  1 75  0
 1  0    144 2486468 117272 1248248    0    0     0    38 1157  2908 24  1 75  0
 1  0    144 2486404 117272 1248248    0    0     0     0 1152  2731 24  1 75  0
 1  0    144 2486412 117272 1248248    0    0     0     0 1159  2849 24  1 75  0
 1  0    144 2486412 117272 1248248    0    0     0    16 1148  2657 24  1 75  0
 1  0    144 2483716 117272 1248248    0    0     0     0 1153  2066 24  1 75  0
 1  0    144 2484036 117272 1248248    0    0     0    36 1161  2797 24  1 75  0
 1  0    144 2484100 117272 1248248    0    0     0     0 1152  2723 24  1 75  0
 1  0    144 2484100 117272 1248248    0    0     0     0 1158  3296 24  1 75  0
 1  0    144 2484108 117272 1248248    0    0     0    16 1159  3117 23  2 75  0
 1  0    144 2484804 117276 1248244    0    0     0     0 1154  2476 24  1 75  0
 1  0    144 2485060 117276 1248244    0    0     0    46 1163  3249 24  1 75  0
 1  0    144 2485828 117276 1248244    0    0     0     2 1146  3652 24  1 75  0
 1  0    144 2486796 117276 1248244    0    0     0     0 1194  3829 24  1 75  0
procs -----------memory---------- ---swap-- -----io---- --system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in    cs us sy id wa
 2  0    144 2487628 117276 1248244    0    0     0    16 1162  4659 24  1 75  0
 1  0    144 2487876 117276 1248244    0    0     0     0 1156  2709 24  1 75  0
 2  0    144 2488900 117276 1248244    0    0     0    28 1157  3227 24  1 75  0
 1  0    144 2488900 117276 1248244    0    0     0    22 1163  4373 24  1 75  0
 1  0    144 2489796 117276 1248244    0    0     0     0 1150  3348 24  1 75  0
 1  0    144 2490764 117276 1248244    0    0     0    16 1155  3701 24  1 75  0
 1  0    144 2488900 117276 1248244    0    0     0     0 1168  3162 24  1 75  0
 1  0    144 2489604 117276 1248244    0    0     0    36 1157  3587 24  1 75  0
 1  0    144 2490692 117276 1248244    0    0     0     0 1158  3357 24  1 75  0
Mon Aug 18 15:15:25 PDT 2008
procs -----------memory---------- ---swap-- -----io---- --system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in    cs us sy id wa
 1  0    144 2490756 117276 1248244    0    0     1     9    3     1 10  1 88  0
 1  0    144 2491276 117276 1248244    0    0     0     0 1160  3667 24  1 75  0
 1  0    144 2490700 117276 1248244    0    0     0    36 1160  3214 24  1 75  0
 1  0    144 2487684 117276 1248244    0    0     0     0 1157  2723 24  1 74  0
 1  0    144 2488900 117276 1248244    0    0     0    48 1160  3875 24  1 75  0
 1  0    144 2489860 117276 1248244    0    0     0     0 1152  3394 24  1 75  0
 1  0    144 2490884 117276 1248244    0    0     0     0 1164  3450 24  1 75  0
 1  0    144 2492492 117276 1248244    0    0     0    16 1160  3307 24  1 75  0
 1  0    144 2489540 117276 1248244    0    0     0     0 1155  3837 25  1 74  0
 1  0    144 2491332 117276 1248504    0    0     0    38 1165  3662 24  1 75  0
 1  0    144 2489796 117276 1248504    0    0     0     0 1150  3497 24  1 75  0
 1  0    144 2491212 117276 1248504    0    0     0     0 1158  3604 24  1 75  0
 1  0    144 2492236 117276 1248504    0    0     0    76 1159  3426 24  1 75  0
 1  0    144 2488196 117276 1248504    0    0     0     0 1167  2763 24  1 74  0
 1  0    144 2488644 117276 1248504    0    0     0    28 1154  3512 24  1 75  0
 1  0    144 2489412 117276 1248504    0    0     0     0 1157  3346 24  1 75  0
 1  0    144 2489860 117276 1248504    0    0     0     0 1167  2857 24  1 75  0
 1  0    144 2490252 117276 1248504    0    0     0    16 1159  3191 24  1 75  0
 1  0    144 2488964 117276 1248504    0    0     0     0 1155  3016 25  1 75  0
 1  0    144 2489028 117276 1248504    0    0     0    36 1159  2696 24  1 75  0
 1  0    144 2489028 117276 1248504    0    0     0     0 1160  3126 24  1 75  0
procs -----------memory---------- ---swap-- -----io---- --system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in    cs us sy id wa
 1  0    144 2489036 117276 1248504    0    0     0     0 1200  2761 24  1 75  0
 1  0    144 2489036 117276 1248504    0    0     0    16 1153  2771 24  1 75  0
 1  0    144 2487300 117276 1248504    0    0     0     0 1161  2708 24  1 75  0
 1  0    144 2487300 117276 1248504    0    0     0    38 1154  3126 24  1 75  0
 1  0    144 2487364 117276 1248504    0    0     0     2 1155  3148 24  1 75  0
 1  0    144 2487236 117276 1248504    0    0     0     0 1155  2675 24  1 75  0
 1  0    144 2487052 117276 1248504    0    0     0    16 1149  3233 24  1 75  0
 1  0    144 2486852 117276 1248504    0    0     0     0 1163  2814 24  1 75  0
 1  0    144 2486916 117276 1248504    0    0     0    36 1159  2573 24  1 75  0
Mon Aug 18 15:16:23 PDT 2008
procs -----------memory---------- ---swap-- -----io---- --system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in    cs us sy id wa
 1  0    144 2486980 117276 1248504    0    0     1     9    3     1 10  1 88  0
 1  0    144 2486980 117276 1248504    0    0     0    16 1201  2619 24  1 75  0
 1  0    144 2486924 117276 1248504    0    0     0     0 1209  2784 24  1 75  0
 1  0    144 2487564 117276 1248504    0    0     0    36 1153  2819 24  1 75  0
 1  0    144 2486916 117276 1248504    0    0     0     0 1163  2529 24  1 74  0
 1  0    144 2487428 117276 1248504    0    0     0    36 1154  3041 24  1 75  0
 1  0    144 2487492 117276 1248504    0    0     0     0 1148  2845 24  1 75  0
 1  0    144 2487492 117276 1248504    0    0     0     0 1165  2559 24  1 75  0
 1  0    144 2487436 117276 1248504    0    0     0    16 1151  2259 24  1 75  0
 1  0    144 2487044 117276 1248504    0    0     0     0 1158  2990 24  1 75  0
 1  0    144 2487044 117276 1248504    0    0     0    30 1159  3194 24  1 75  0
 1  0    144 2486980 117276 1248504    0    0     0     0 1161  2034 24  1 75  0
 1  0    144 2487116 117276 1248504    0    0     0     0 1158  3170 24  1 75  0
 1  0    144 2487628 117276 1248504    0    0     0    16 1153  3041 24  1 75  0
 1  0    144 2485764 117276 1248504    0    0     0     0 1167  1624 24  1 75  0
 1  0    144 2485764 117276 1248504    0    0     0    44 1159  2770 24  1 75  0
 1  0    144 2485764 117276 1248504    0    0     0     0 1153  2814 24  1 75  0
 1  0    144 2485764 117276 1248504    0    0     0     0 1157  3106 24  1 75  0
 1  0    144 2486476 117276 1248504    0    0     0    60 1163  3518 23  2 75  0
 1  0    144 2486404 117276 1248504    0    0     0     0 1168  2528 24  1 75  0
 1  0    144 2487684 117276 1248504    0    0     0    36 1156  3910 24  1 75  0
procs -----------memory---------- ---swap-- -----io---- --system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in    cs us sy id wa
 1  0    144 2489284 117276 1248504    0    0     0     0 1157  3737 24  1 75  0
 1  0    144 2491276 117276 1248504    0    0     0     0 1197  3409 24  2 75  0
 1  0    144 2491276 117276 1248504    0    0     0    36 1154  3299 24  1 75  0
 1  0    144 2489028 117276 1248504    0    0     0     0 1151  3094 24  1 75  0
 1  0    144 2489412 117276 1248504    0    0     0    36 1166  3340 24  2 75  0
 1  0    144 2491140 117276 1248504    0    0     0     0 1155  3991 24  1 75  0
 1  0    144 2491652 117276 1248504    0    0     0     0 1153  3273 24  1 75  0
 1  0    144 2491852 117276 1248504    0    0     0    16 1160  3214 24  1 75  0
 1  0    144 2488772 117276 1248504    0    0     0     0 1161  2670 24  1 75  0
Mon Aug 18 15:17:21 PDT 2008
procs -----------memory---------- ---swap-- -----io---- --system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in    cs us sy id wa
 1  0    144 2488900 117276 1248504    0    0     1     9    3     1 10  1 88  0
 1  0    144 2489220 117276 1248504    0    0     0    60 1160  3191 24  1 75  0
 1  0    144 2490756 117276 1248504    0    0     0     2 1209  3566 24  1 75  0
 1  0    144 2491852 117276 1248504    0    0     0     0 1168  3666 24  1 75  0
 1  0    144 2491916 117276 1248504    0    0     0    16 1156  4065 24  1 75  0
 1  0    144 2487428 117276 1248504    0    0     0     0 1163  2425 24  1 75  0
 1  0    144 2487236 117276 1248504    0    0     0    40 1166  2733 24  1 75  0
 1  0    144 2487620 117276 1248504    0    0     0    60 1156  2228 24  1 75  0
 1  0    144 2487492 117276 1248504    0    0     0     0 1162  2431 24  1 75  0
 1  0    144 2487436 117276 1248504    0    0     0   116 1157  2622 24  1 74  0
 1  0    144 2484548 117276 1248504    0    0     0     0 1168  2395 24  1 75  0
 1  0    144 2484476 117276 1248504    0    0     0   150 1154  2742 24  1 75  0
 1  0    144 2484476 117276 1248504    0    0     0     0 1159  3064 24  1 75  0
 1  0    144 2484476 117276 1248504    0    0     0     0 1163  3164 24  1 75  0
 1  0    144 2484476 117276 1248504    0    0     0    16 1157  2683 24  1 75  0
 1  0    144 2484420 117276 1248504    0    0     0     0 1159  2632 24  1 75  0
 1  0    144 2484420 117276 1248504    0    0     0    36 1156  2930 24  1 75  0
 1  0    144 2484420 117276 1248504    0    0     0     0 1161  2694 24  1 75  0
 1  0    144 2484420 117276 1248504    0    0     0     0 1163  2604 24  1 75  0
 1  0    144 2484428 117276 1248504    0    0     0    16 1155  2967 24  1 75  0
 1  0    144 2483588 117276 1248504    0    0     0     0 1164  2249 24  1 75  0
procs -----------memory---------- ---swap-- -----io---- --system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in    cs us sy id wa
 1  0    144 2483652 117276 1248504    0    0     0    28 1165  2510 24  1 75  0
 1  0    144 2483652 117276 1248504    0    0     0     0 1206  2793 24  1 75  0
 1  0    144 2483660 117276 1248504    0    0     0     0 1198  2816 24  1 75  0
 1  0    144 2483596 117276 1248504    0    0     0   174 1167  2616 24  1 75  0
 1  0    144 2482292 117276 1248504    0    0     0     0 1166  1803 25  1 74  0
 1  0    144 2482292 117276 1248504    0    0     0   156 1179  1131 24  1 75  0
 1  0    144 2482228 117276 1248504    0    0     0     0 1241  1220 24  1 75  0
 1  0    144 2482228 117276 1248504    0    0     0     0 1158  1072 24  1 75  0
 1  0    144 2482252 117276 1248504    0    0     0    16 1159  1104 24  1 75  0
Mon Aug 18 15:18:19 PDT 2008
procs -----------memory---------- ---swap-- -----io---- --system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in    cs us sy id wa
 1  0    144 2482316 117276 1248504    0    0     1     9    3     1 10  1 88  0
 1  0    144 2480324 117276 1248504    0    0     0     0 1153   842 24  1 75  0
 1  0    144 2480324 117276 1248504    0    0     0    56 1161   809 24  1 75  0
 1  0    144 2480324 117276 1248504    0    0     0     0 1159   808 24  1 75  0
 1  0    144 2480396 117276 1248504    0    0     0     0 1153   786 24  1 75  0
 1  0    144 2480332 117276 1248504    0    0     0    16 1156   859 24  1 75  0
 1  0    144 2477700 117276 1248504    0    0     0     0 1157   708 24  1 75  0
 1  0    144 2477572 117276 1248504    0    0     0    36 1163   769 24  1 75  0
 1  0    144 2477508 117276 1248504    0    0     0     2 1153  1117 24  1 75  0
 1  0    144 2477444 117276 1248504    0    0     4     0 1211   973 25  1 74  0
 1  0    144 2477260 117276 1248504    0    0     0   116 1156  1155 24  1 75  0
 1  0    144 2475140 117276 1248504    0    0     0     0 1161  1201 24  1 75  0
 1  0    144 2475652 117276 1248504    0    0     0    38 1161  2786 24  1 75  0
 1  0    144 2475652 117276 1248504    0    0     0   152 1170  1618 24  1 75  0
 1  0    144 2475724 117276 1248504    0    0     0     0 1159  2612 24  1 75  0
 1  0    144 2475916 117276 1248504    0    0     0    16 1154  3353 24  1 75  0
 1  0    144 2476292 117276 1248504    0    0     0     0 1168  2229 25  1 75  0
 1  0    144 2476484 117276 1248504    0    0     0    28 1161  2308 24  1 75  0
 1  0    144 2476676 117276 1248504    0    0     0     0 1155  2800 24  1 75  0
 1  0    144 2477252 117276 1248504    0    0     0     0 1152  3156 24  1 75  0
 1  0    144 2478092 117276 1248504    0    0     0    16 1158  3406 24  1 75  0
procs -----------memory---------- ---swap-- -----io---- --system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in    cs us sy id wa
 1  0    144 2479356 117276 1248504    0    0     0     0 1157  1804 24  1 75  0
 1  0    144 2479996 117276 1248504    0    0     0    36 1167  1483 24  1 75  0
 1  0    144 2479996 117276 1248504    0    0     0     0 1154  1140 24  1 75  0
 1  0    144 2480012 117276 1248504    0    0     0     0 1193  1175 24  1 75  0
 1  0    144 2480012 117276 1248504    0    0     0    16 1163  1103 24  1 75  0
 1  0    144 2480068 117276 1248504    0    0     0     0 1146   845 24  1 75  0
 1  0    144 2480260 117276 1248504    0    0     0    36 1168  1156 24  1 75  0
 1  0    144 2480260 117276 1248504    0    0     0     0 1155  1130 24  1 75  0
 1  0    144 2480260 117276 1248504    0    0     0     0 1163  2923 24  1 75  0
Mon Aug 18 15:19:17 PDT 2008
procs -----------memory---------- ---swap-- -----io---- --system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in    cs us sy id wa
 1  0    144 2480388 117276 1248504    0    0     1     9    3     1 10  1 88  0
 1  0    144 2480396 117276 1248504    0    0     0    76 1165  2709 24  1 75  0
 1  0    144 2478596 117276 1248504    0    0     0     0 1157  2694 24  1 74  0
 1  0    144 2478660 117276 1248504    0    0     0    90 1151  3558 24  1 75  0
 1  0    144 2479300 117276 1248504    0    0     0     0 1156  4414 24  1 75  0
 1  0    144 2479500 117276 1248504    0    0     0     0 1159  3622 24  1 75  0
 1  0    144 2479692 117276 1248504    0    0     0    24 1157  4085 24  1 75  0
 1  0    144 2479876 117276 1248504    0    0     0     0 1160  2198 24  1 75  0
 1  0    144 2480260 117276 1248504    0    0     0    36 1154  2824 24  1 75  0
 1  0    144 2481156 117276 1248504    0    0     0     0 1151  2569 24  1 75  0
 1  0    144 2481604 117276 1248504    0    0     0     0 1162  2684 24  1 75  0
 1  0    144 2482380 117276 1248504    0    0     0    16 1153  2745 24  1 75  0
 1  0    144 2482372 117276 1248504    0    0     0     0 1154  2581 24  1 75  0
 1  0    144 2482564 117276 1248504    0    0     0    30 1162  2336 24  1 75  0
 1  0    144 2482500 117276 1248504    0    0     0     2 1156  2191 24  1 75  0
 1  0    144 2482572 117276 1248504    0    0     0     0 1164  2943 24  1 75  0
 1  0    144 2482636 117276 1248504    0    0     0    16 1152  3124 24  1 75  0
 1  0    144 2483012 117276 1248504    0    0     0     0 1155  2982 24  1 75  0
 1  0    144 2484036 117276 1248504    0    0     0    36 1159  3896 24  1 75  0
 1  0    144 2484420 117276 1248504    0    0     0    80 1164  3516 24  1 75  0
 1  0    144 2484356 117276 1248504    0    0     0     0 1162  3215 24  1 75  0
procs -----------memory---------- ---swap-- -----io---- --system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in    cs us sy id wa
 1  0    144 2484364 117276 1248504    0    0     0    16 1156  3533 24  1 75  0
 1  0    144 2483076 117276 1248504    0    0     0     0 1164  2845 24  1 75  0
 1  0    144 2483588 117276 1248504    0    0     0    46 1155  3327 24  1 75  0
 1  0    144 2483588 117276 1248504    0    0     0     0 1162  2467 24  1 75  0
 1  0    144 2483660 117276 1248504    0    0     0     0 1194  2453 24  1 75  0
 1  0    144 2483660 117276 1248504    0    0     0    16 1156  2441 24  1 75  0
 1  0    144 2482116 117276 1248504    0    0     0     0 1161  2465 24  1 75  0
 1  0    144 2482116 117276 1248504    0    0     0    28 1159  3301 24  1 75  0
 1  0    144 2482116 117276 1248504    0    0     0     0 1159  3014 24  1 75  0
Mon Aug 18 15:20:15 PDT 2008
procs -----------memory---------- ---swap-- -----io---- --system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in    cs us sy id wa
 1  0    144 2482116 117276 1248504    0    0     1     9    3     1 10  1 88  0
 1  0    144 2482116 117276 1248504    0    0     0     0 1154  2599 24  1 75  0
 1  0    144 2482124 117276 1248504    0    0     0    36 1149  2419 24  1 75  0
 1  0    144 2480004 117276 1248504    0    0     0     0 1162  2393 24  1 75  0
 1  0    144 2480132 117276 1248504    0    0     0    36 1158  2617 24  1 75  0
 1  0    144 2480196 117276 1248504    0    0     0     0 1156  2772 24  1 75  0
